,,type,temperature,flag,ref_num
NaCuO2,2937,Curie,70.0,False,1
PEcO14,2938,Curie,366.0,False,1
NdMn2Ge2,2939,Curie,294.5,False,10
TlMnO3,2940,Néel,92.0,False,1
Fe75Cu1Cr2Si13B9,2941,Curie,650.0,False,3
IrSr2TbCu2O8,2942,Néel,28.5,False,4
MnTe6O13,2943,Néel,13.0,False,1
Mn34Al41Fe25,2944,Curie,3.0,False,1
Th2Ni17,2945,Curie,470.0,False,1
Gd8Tb4Co7,2946,Curie,140.0,False,1
Sr3Fe2WO9,2947,Curie,373.0,False,2
ySmxLayFeO3,2948,Curie,1098.0,False,1
SrFFeAs,2949,Curie,36.0,False,1
Ba4Me2Fe36O60,2950,Curie,723.0,False,2
Gd95Ga5,2951,Curie,288.5,False,4
Lu2Fe16Si,2952,Curie,401.0,False,3
CeCu3Mn4O12,2953,Curie,2.0,False,1
Fe79Zr11B10,2954,Curie,361.5,False,2
CuCr2Se4,2955,Curie,425.25,False,8
CeO2,2956,Curie,544.3529411764706,False,17
Gd55Co35Fe10,2957,Curie,268.0,False,1
ErFe2Ge2,2958,Néel,2.6666666666666665,False,6
CaCoGe2O6,2959,Néel,14.25,False,12
Gd55Al18Ni25Sn2,2960,Curie,78.0,False,1
Fe2GeMo3N,2961,Néel,455.0,False,1
Sr2ScMoO6,2962,Néel,121.0,False,2
Sm3Pt23Si11,2963,Curie,10.0,False,1
Ho3Cu4Ge4,2964,Néel,9.0,False,1
CoGeO3,2965,Néel,35.75,False,16
Bi2O3,2966,Curie,311.85714285714283,False,7
SrRu2O6,2967,Néel,565.0,False,2
CeFe10Si2,2968,Curie,583.0,False,1
SmZn2Ga2,2969,Néel,16.0,False,2
Cr2CFCl,2970,Néel,400.0,False,2
TbMnGe,2971,Néel,510.0,False,5
Ho2BaNiO5,2972,Néel,49.0,False,4
Ti2FeSn,2973,Curie,475.0,False,2
Mn3TeO6,2974,Néel,23.0,False,2
Ru2MnSn,2975,Néel,296.0,False,3
AgSbO3,2976,Curie,603.0,False,4
TbCo2Zn20,2977,Néel,2.0,False,1
ScMn6Ge6,2978,Néel,504.6666666666667,False,3
LaCrO3,2979,Néel,265.3333333333333,False,9
Ce3CuSnSe7,2980,Néel,11.5,False,4
TiFe2,2981,Néel,283.8888888888889,False,9
La2CuO4,2982,Néel,143.64285714285714,False,14
FexO,2983,Néel,213.33333333333334,False,3
Ho2Fe17C,2984,Curie,501.0,False,2
Er12Co7,2985,Curie,13.0,False,1
YBa2Cu3Oy,2986,Curie,80.0,False,3
Gd20Dy20Er20Ho20Tb20,2987,Néel,186.0,False,1
Gd60Co15Al25,2988,Curie,103.0,False,2
Ba8Hg3U3S18,2989,Néel,59.0,False,1
Bi4Pb2Ti3FeNbO18,2990,Curie,383.0,False,1
Fe72V8B12Si8,2991,Curie,472.0,False,1
Fe77P7B13Nb2Cr1,2992,Curie,556.0,False,2
TbBiGe,2993,Néel,13.0,False,3
SrO,2994,Curie,160.0,False,2
Tb3Ni,2995,Néel,62.0,False,1
KCr5S8,2996,Néel,55.0,False,2
Fe75Cu1Mo2Si13B9,2997,Curie,680.0,False,3
LGCBSCuIn,2998,Curie,68.0,False,1
HoTiGe,2999,Néel,45.0,False,6
Gd65Fe20Al8B7,3000,Curie,192.0,False,1
Ni2Mn1,3001,Curie,381.0,False,1
SmOFeAs,3002,Curie,54.0,False,1
BaSn3,3003,Curie,4.0,False,1
NdCoSi,3004,Néel,13.5,False,6
In12Na12,3005,Néel,9.0,False,1
NdPbMn,3006,Curie,175.0,False,1
CoMnSb,3007,Curie,421.0,False,5
DMMn,3008,Curie,185.0,False,1
NaOsO3,3009,Néel,410.0,False,2
CsBiNb2O7,3010,Curie,1306.0,False,1
Mn3P,3011,Néel,115.0,False,7
Pb5Ge3O11,3012,Curie,277.0,False,1
Ba3(Na,3013,Curie,160.0,False,2
αFe2O3,3014,Néel,948.0,False,3
SmFe11TiN,3015,Curie,746.0,False,1
Sm2Fe14Ga3,3016,Curie,292.0,False,2
YbPd2Sn,3017,Curie,1.2,False,5
Ce30,3018,Curie,64.0,False,1
Ilmenite,3019,Curie,506.0,False,1
Nd2Fe16Ti,3020,Curie,390.0,False,1
YBaMn2O6,3021,Curie,246.0,False,2
BaF2,3022,Curie,371.5,False,2
Fe82Mn8Zr10,3023,Curie,185.0,False,1
Pb,3024,Curie,376.8235294117647,False,34
LaCuOSe,3025,Curie,26.0,False,1
SrBi8Ti7O27,3026,Curie,1063.0,False,1
Gd2CoGa8,3027,Néel,20.0,False,3
Zn2U,3028,Curie,709.0,False,3
Y2NiMnO6,3029,Curie,81.33333333333333,False,3
TbCo5As3,3030,Néel,509.6666666666667,False,6
HoN,3031,Curie,16.0,False,2
Dt,3032,Curie,251.0,False,1
Li2MnO3,3033,Néel,38.0,False,2
Lu2Fe17H3,3034,Curie,400.0,False,2
Fe3Pt,3035,Curie,504.0,False,1
TmZnSn2,3036,Néel,2.5,False,4
BiFeO3,3037,Néel,828.5168161434977,False,892
CuL2Br2,3038,Néel,26.0,False,1
ZrRuP,3039,Curie,11.0,False,3
Gd5Bi3,3040,Curie,111.0,False,2
Ce2PdGa12,3041,Néel,11.0,False,5
Fe40Ni10Cr,3042,Curie,429.0,False,1
Ce,3043,Curie,183.4102564102564,False,39
Tm5Ge4,3044,Néel,45.333333333333336,False,3
Gd3Co29Si4B10,3045,Curie,127.2,False,5
ErAl2,3046,Curie,15.666666666666666,False,6
SrRu03,3047,Curie,160.0,False,2
CeIrGa,3048,Néel,4.0,False,2
RECu,3049,Néel,7.666666666666667,False,3
Fe86Y5Zr9,3050,Curie,0.0,False,1
Fe78Si10B12,3051,Curie,691.0,False,1
Fe79Gd1Cr8B12,3052,Curie,355.0,False,1
Cu2,3053,Curie,363.0,False,2
Ho6Fe23,3054,Curie,510.0,False,1
Ba2ScCoO5,3055,Curie,50.0,False,1
Lepidocrocite,3056,Curie,469.0,False,1
Co71Fe2Mn4Si14B9,3057,Curie,758.0,False,1
Fe2OBO3,3058,Curie,155.0,False,1
Gd60Fe20Co10Al10,3059,Curie,222.0,False,1
Nd2Co7,3060,Curie,609.0,False,1
DyNiIn,3061,Curie,30.0,False,3
Er5PtSb2,3062,Curie,19.0,False,1
ZrCuSi2,3063,Néel,4.0,False,6
Pd,3064,Néel,87.3125,False,16
PdMnTe,3065,Néel,17.0,False,1
Scaling,3066,Curie,746.5,False,4
TiNCl,3067,Curie,4.0,False,2
Dy2Fe17,3068,Curie,366.6666666666667,False,6
CeRh2Si2,3069,Néel,27.09090909090909,False,11
YFe11Ti,3070,Curie,536.5,False,2
La2Co12Fe4Mo,3071,Curie,921.0,False,2
Ce2Fe16MnH3,3072,Curie,270.0,False,2
Pitsillides,3073,Curie,314.0,False,1
LuSnGe,3074,Curie,0.0,False,9
Ce2Pd3Ge5,3075,Néel,3.0,False,2
Fe75Ni5B10Zr9Cu1,3076,Curie,408.0,False,1
HoRhGe2,3077,Néel,5.5,False,6
Zr3Co,3078,Curie,3.0,False,1
Y2Co6VB3,3079,Curie,310.0,False,1
NdNi5,3080,Curie,7.5,False,2
Ce2Fe16Mn,3081,Néel,165.33333333333334,False,6
\\text{MnO,3082,Curie,431.0,False,1
BaB6,3083,Curie,600.0,False,1
BaBi4Ti4O15,3084,Curie,688.0,False,2
DyNi5,3085,Curie,11.0,False,2
GdPdMg,3086,Curie,95.0,False,1
Gd5Si3,3087,Néel,55.0,False,3
dH2,3088,Curie,805.5,False,2
Co70Fe4Ni2Si15B9,3089,Curie,913.0,False,2
Nb1Mo2,3090,Curie,590.0,False,1
GdBaCo2O5,3091,Curie,285.0,False,1
SeCuO3,3092,Curie,25.0,False,4
Gd5Si4,3093,Curie,337.6,False,10
LiFe2P3O10,3094,Néel,19.0,False,3
Er6V4Al43,3095,Néel,2.0,False,3
SrTeO3,3096,Curie,276.0,False,1
MnCoGe,3097,Curie,326.25,False,4
Gd3NiSi3,3098,Néel,260.0,False,1
TmB4,3099,Néel,10.333333333333334,False,3
"112,982",3100,Curie,856.0,False,1
Ce2Fe16MnH1,3101,Néel,196.0,False,2
MnNb2O6,3102,Néel,4.0,False,3
MnDy8,3103,Néel,420.0,False,2
FePt3,3104,Néel,160.0,False,1
Co30,3105,Curie,180.0,False,2
La6Ni2Sn,3106,Curie,2.0,False,1
Sr2LuReO6,3107,Néel,12.0,False,1
SrFeO2,3108,Néel,473.0,False,3
In22,3109,Néel,8.0,False,2
BaCo2V2O8,3110,Néel,6.0,False,1
Er2PdSi3,3111,Curie,146.5,False,4
Cu2FeGeSe4,3112,Néel,20.0,False,2
CrMo6Se8,3113,Néel,12.0,False,1
Ce2CoIn8,3114,Curie,0.0,False,2
NdSrMnO,3115,Curie,213.66666666666666,False,3
Helium,3116,Néel,30.0,False,2
Co78B10Si12,3117,Curie,723.0,False,1
Ho7Rh3,3118,Néel,28.58823529411765,False,17
Gd2NiGe6,3119,Néel,35.0,False,2
TaB2,3120,Curie,4.0,False,1
Fe3O4Nanocrystallines,3121,Curie,853.0,False,1
Ba3MnNb2O9,3122,Néel,3.0,False,1
CePdSb3,3123,Néel,3.0,False,1
AgGd,3124,Néel,145.0,False,1
Cr55Fe25Mn20,3125,Curie,202.5,False,4
Y6Fe68B22Ti4,3126,Curie,466.0,False,1
REFe2,3127,Curie,406.0,False,2
Nb2Co4O9,3128,Néel,27.0,False,1
Ba2Co2Fe12O22,3129,Curie,616.5,False,2
SmVSb3,3130,Néel,3.6666666666666665,False,9
Cs2Mn2V2O7F2,3131,Néel,3.0,False,2
Gd55Co35Ni10,3132,Curie,192.0,False,2
Mn35,3133,Curie,383.0,False,1
NiMnSn,3134,Curie,346.3333333333333,False,3
Hexaferrites,3135,Curie,891.0,False,3
Dagotto,3136,Curie,64.0,False,1
Fe77Ta3B10Zr9Cu1,3137,Curie,456.0,False,2
Zr1h,3138,Curie,330.0,False,1
Ho1Ba2Cu3Ox,3139,Curie,94.0,False,1
Ti3C2Tx,3140,Curie,520.0,False,1
Richardton,3141,Curie,1098.0,False,1
SrMoO4precipitates,3142,Curie,420.0,False,1
Tm11Ge8In2,3143,Curie,10.0,False,2
SmPdSn,3144,Néel,5.0,False,2
K2NiC60,3145,Curie,13.0,False,1
TaPtSi,3146,Curie,3.0,False,2
SmCo,3147,Curie,1006.2666666666667,False,15
Fe66Mn14P10B7C3,3148,Curie,319.0,False,2
Tb11Ni4In9,3149,Curie,76.66666666666667,False,3
LaOFeP,3150,Néel,115.4,False,5
Co08Cu02MnSb,3151,Curie,460.0,False,2
YMn2,3152,Néel,100.0,False,4
Steels,3153,Curie,483.0,False,1
Ni41Co9Mn39Sn11,3154,Curie,436.0,False,1
Fe69Co8,3155,Curie,493.0,False,1
TbFeCo,3156,Curie,461.5,False,2
Fe82Nb2B14Tb2,3157,Curie,414.0,False,2
Ni2MnSb,3158,Curie,350.0,False,3
UNiAl,3159,Néel,19.0,False,8
Mg1SLT,3160,Curie,968.0,False,1
HoAgGe,3161,Néel,11.0,False,1
Er2CuGe6,3162,Néel,5.0,False,3
HoIrSi,3163,Néel,4.0,False,2
Mn4N,3164,Néel,705.1538461538462,False,13
Ho5Si2Ge2,3165,Curie,21.0,False,4
NdScGe,3166,Curie,194.0,False,1
DyZn,3167,Curie,135.0,False,1
Sr2YRuO6,3168,Néel,26.0,False,3
Ru2MnSi,3169,Néel,297.42857142857144,False,7
Gd5Si2Ge2,3170,Curie,276.45454545454544,False,33
Er5Rh4Ge10,3171,Néel,6.75,False,8
Sr2NaNb5O15,3172,Curie,543.6666666666666,False,3
Ce2RhGa12,3173,Néel,3.857142857142857,False,7
CuO2,3174,Curie,97.0,False,1
YBa2Cu3OY,3175,Curie,88.0,False,1
ErIrGe,3176,Néel,4.0,False,2
LnCoPnO,3177,Curie,80.0,False,1
CrTe,3178,Curie,341.0769230769231,False,13
Yb2Ti2O7,3179,Curie,863.0,False,1
RuAl,3180,Curie,4.0,False,2
FeMo6Se8,3181,Néel,65.0,False,1
TbFeO3,3182,Néel,520.0,False,4
Indarch,3183,Curie,148.0,False,3
FeCr2Se4,3184,Curie,302.5,False,6
Fe90Ge10,3185,Curie,524.0,False,4
Co6W6C,3186,Néel,46.0,False,2
Sr2CrIrO6,3187,Curie,725.0,False,1
Gd4Co2Mg3,3188,Néel,77.0,False,9
EuZrO3,3189,Néel,4.5,False,6
YBa2Cu3O6,3190,Néel,338.2,False,5
Fe75Si10B12Cr3,3191,Curie,648.0,False,2
Ni50Mn35Sn15,3192,Curie,5.0,False,1
Ce20Ru60Si20,3193,Curie,3.1666666666666665,False,6
GdIrGe2,3194,Néel,12.0,False,3
Mn2NiSb,3195,Curie,647.0,False,1
Sr2CuO2Cl2,3196,Curie,30.0,False,1
Dy3Mn3SiGa2,3197,Néel,33.5,False,2
Ge3Mn5,3198,Curie,304.0,False,3
Co02Cu08MnSb,3199,Curie,350.0,False,2
MnGaSb,3200,Curie,600.0,False,2
CuAlMn,3201,Curie,630.0,False,1
Powder,3202,Curie,393.0,False,2
GdCo12B6,3203,Curie,158.33333333333334,False,3
KFe2Se2,3204,Néel,295.0,False,2
Co5Y,3205,Curie,977.0,False,1
MnV,3206,Curie,60.0,False,2
Raw,3207,Curie,938.0,False,3
NiCl3,3208,Curie,520.0,False,1
Fe78Co5Zr6B10Cu1,3209,Curie,480.0,False,1
CeAuGe,3210,Curie,10.0,False,1
NdBiGe,3211,Néel,5.0,False,3
Fe78Mo1B3C7P10Si1,3212,Curie,585.0,False,1
UPdGa5,3213,Néel,31.0,False,2
",Fe",3214,Curie,350.0,False,1
Lu2Fe15Si2,3215,Curie,460.0,False,3
URhGe,3216,Curie,9.0,False,8
MnPS3,3217,Néel,110.0,False,2
TbCo4B,3218,Curie,450.0,False,1
DyCo2Ge2,3219,Néel,19.0,False,1
REAuZn,3220,Curie,51.0,False,1
PbTiO,3221,Curie,763.0,False,1
UPd3,3222,Néel,4.0,False,1
Gd50Al30Co20,3223,Curie,86.0,False,1
Gd55Co30Al15,3224,Curie,128.0,False,1
Fe82B10Si5P3,3225,Curie,809.0,False,1
C43H39CrKMn2N11O9,3226,Néel,12.0,False,2
HoCrO3,3227,Néel,131.25,False,4
Ni46Mn24Ga22Co4Cu4,3228,Curie,393.0,False,1
Experimental,3229,Curie,320.5,False,6
Gd58Co42,3230,Curie,196.0,False,1
Hg1212,3231,Curie,128.0,False,1
NdCo3,3232,Curie,395.0,False,1
LaMnO3,3233,Néel,167.60714285714286,False,28
Dy2Co2I,3234,Curie,64.0,False,1
LaSi5,3235,Curie,7.5,False,4
TbB2C2,3236,Néel,21.0,False,1
NaLaMnWO6,3237,Néel,10.0,False,1
Ni2,3238,Curie,3.0,False,1
MnAs,3239,Curie,312.4634146341463,False,41
Fe82Nb2B14Dy2,3240,Curie,411.0,False,2
FeGe2,3241,Néel,286.0,False,1
NaTiSi2O6,3242,Néel,230.0,False,2
Mn2N,3243,Néel,650.0,False,4
MnCoVGa,3244,Curie,171.0,False,1
GdIn3,3245,Néel,34.714285714285715,False,14
Gd55Co20Al25,3246,Curie,104.5,False,2
NdTbFe10Al7,3247,Curie,260.0,False,1
LiFeAs,3248,Curie,17.333333333333332,False,3
CrZrTe,3249,Curie,1019.0,False,1
Sr3FeMoO7,3250,Curie,683.0,False,2
Ho2Fe14Si3,3251,Curie,402.5,False,2
TbCuSi,3252,Néel,31.5,False,6
CeAgSb2,3253,Curie,9.75,False,8
Gd10Hf45Co25Al20,3254,Curie,75.0,False,1
Li2CuO2,3255,Néel,8.666666666666666,False,3
La2NiMnO6,3256,Curie,272.05263157894734,False,19
MnGa2O4,3257,Néel,14.0,False,1
Mn23Er6,3258,Curie,415.0,False,2
Gd30Ti30Co30Al10,3259,Curie,55.5,False,2
Torque,3260,Curie,583.0,False,1
CuII,3261,Curie,12.333333333333334,False,3
AMnO3,3262,Curie,267.2,False,5
Gd71Ni29,3263,Curie,122.0,False,1
CuCrSe2,3264,Néel,102.33333333333333,False,9
Ce3Ni2Sn7,3265,Néel,4.25,False,8
SrBi4Ti4O15,3266,Curie,801.0769230769231,False,13
Fe36Co36B19Si5Nb4,3267,Curie,575.0,False,1
Gd2Co17,3268,Curie,1192.0,False,1
Al86Gd6Ti8,3269,Néel,136.5,False,4
Ba6Ge25,3270,Curie,0.0,False,2
La2NiO4,3271,Néel,328.0,False,2
CeRu3B2,3272,Curie,1.0,False,2
Al1Gd1Fe1,3273,Curie,275.0,False,2
GaMnNi2,3274,Curie,370.0,False,1
CuCrO2,3275,Néel,43.333333333333336,False,15
Mg1SLN,3276,Curie,1487.0,False,1
AsFe2,3277,Néel,323.0,False,1
Fe50Ni,3278,Curie,766.0,False,1
EuAuIn,3279,Néel,21.0,False,1
CeCo2,3280,Curie,1.0,False,1
TlCrSe2,3281,Curie,90.0,False,1
Gadolinium,3282,Curie,293.0,False,2
U2Pd2Pb,3283,Néel,65.0,False,2
MnCr,3284,Curie,170.0,False,2
SmBiGe,3285,Néel,14.0,False,3
Al86Gd6Mn8,3286,Néel,136.5,False,4
SmFe5,3287,Curie,890.0,False,1
Cr7,3288,Curie,423.0,False,2
Fe50Ag50,3289,Curie,200.0,False,1
IrMn,3290,Néel,616.6,False,5
EuFe4As12,3291,Curie,152.0,False,2
Er4Ho8Co7,3292,Curie,22.0,False,1
Co50Fe35Ni15,3293,Curie,1100.0,False,2
Ce9Ru4Ga5,3294,Néel,3.0,False,3
GeTe,3295,Curie,1.0,False,2
TbBaMn2O6,3296,Néel,12.0,False,1
Alm36Sps62,3297,Néel,3.0,False,1
MnN,3298,Néel,650.0,False,5
Cu1,3299,Curie,352.0,False,2
Dy6V4Al43,3300,Néel,3.0,False,6
In2O3,3301,Curie,409.2,False,5
Cu2O,3302,Curie,300.0,False,2
DyRhSn,3303,Néel,7.0,False,5
Mn23Tb6,3304,Curie,455.0,False,1
HoMgSn,3305,Néel,17.285714285714285,False,7
NiMnIN,3306,Curie,240.0,False,1
CeSb2,3307,Curie,15.0,False,5
ErRu2Ge2,3308,Néel,4.6,False,5
BiYbO3,3309,Curie,801.3333333333334,False,3
GdS,3310,Néel,50.0,False,1
ZnCo2O4,3311,Curie,70.0,False,1
HoCoGe,3312,Curie,7.333333333333333,False,6
CoF2,3313,Néel,38.0,False,4
Tb4O4Se3,3314,Néel,7.0,False,1
Sb2Te3,3315,Curie,8.0,False,3
Co2TiSn,3316,Curie,403.0,False,5
Tb2CuIn3,3317,Néel,33.0,False,2
Gd85Ga15,3318,Curie,286.0,False,2
Ce2CuSi3,3319,Curie,300.0,False,3
Tl2Ba2CaCu2Ox,3320,Curie,90.0,False,1
NdMgSn,3321,Néel,31.0,False,6
ZrFe2,3322,Curie,586.0,False,1
LaRu3Si2,3323,Curie,5.0,False,4
1Y1Mn,3324,Curie,1085.0,False,1
Ni50Mn29Ga21,3325,Curie,369.5,False,2
Fe77P11B9Nb2Cr1,3326,Curie,549.0,False,1
MnFeAs,3327,Curie,206.0,False,1
Y2Co5V2B3,3328,Curie,290.0,False,1
AgPd,3329,Curie,593.0,False,1
PrSi2,3330,Curie,21.333333333333332,False,3
CeIrSb,3331,Néel,5.5,False,14
MnFe,3332,Néel,8.5,False,2
GaSb\u003cTe,3333,Curie,3.0,False,1
BiFeO,3334,Néel,860.0,False,15
BiMn,3335,Curie,554.3333333333334,False,3
NdPd2Ge2,3336,Néel,1.5,False,6
EuZn2Ge2,3337,Néel,10.0,False,6
HoFe11Ti,3338,Curie,534.6666666666666,False,6
EuN,3339,Curie,120.0,False,1
BaMnF4,3340,Néel,27.0,False,1
Ho2Ni17,3341,Curie,386.5,False,4
Gd4Ni2BiSi2,3342,Curie,46.0,False,1
TbNiSb,3343,Néel,3.5,False,4
Co7Sm2,3344,Curie,713.0,False,1
Co3B,3345,Curie,747.0,False,1
Bi2CuO4,3346,Néel,45.0,False,1
ErCu2Ge2,3347,Néel,5.8,False,5
CoFe2O4,3348,Curie,698.304347826087,False,46
Shield,3349,Curie,806.3333333333334,False,9
Te,3350,Curie,36.583333333333336,False,12
K2AgF4,3351,Curie,20.5,False,2
Tb2MnNiO6,3352,Curie,111.0,False,1
HoIn3,3353,Néel,8.0,False,1
DyCuGe,3354,Néel,5.0,False,2
Nd6Dy2Fe82Co4B6,3355,Curie,1043.0,False,1
FeWO4,3356,Néel,69.0,False,2
Ca3YCu5O10,3357,Néel,20.0,False,1
Nitrogen,3358,Curie,423.75,False,4
DyNiSb,3359,Néel,3.0,False,2
SmAl2,3360,Curie,122.0,False,1
Phz,3361,Curie,304.0,False,1
Cr67Fe23Mn10,3362,Curie,130.0,False,4
Ce2RhSi3,3363,Néel,7.0,False,1
Vitrovac,3364,Curie,483.0,False,1
Zn1,3365,Curie,300.0,False,1
Dy36Ho20Co20Al24,3366,Curie,23.0,False,1
YMnFe,3367,Curie,209.0,False,4
Dy5Si2Ge2,3368,Curie,55.75,False,4
RuSr2EuCu2O8,3369,Curie,97.84615384615384,False,13
Fe36Co64,3370,Curie,1212.0,False,1
GdNi4Mg,3371,Curie,52.0,False,5
YGe2,3372,Curie,3.0,False,1
Pr2Ti2O7,3373,Curie,1828.0,False,1
BaTiO3,3374,Curie,438.3626373626374,False,182
Lu2Fe17,3375,Néel,249.42424242424244,False,33
ReO6,3376,Curie,134.0,False,1
HoFeAl,3377,Curie,86.33333333333333,False,3
Fe25Cr,3378,Curie,875.0,False,1
LaNi5,3379,Curie,570.0,False,1
TbNi4Si,3380,Curie,29.8,False,5
FeMnAl,3381,Curie,300.0,False,2
Gd5Ga3,3382,Néel,80.0,False,2
EuCr2Al20,3383,Néel,4.0,False,2
Heptacyanometalate,3384,Curie,62.0,False,8
PbMnBO4,3385,Curie,31.0,False,1
DyPtGe2,3386,Néel,10.666666666666666,False,9
SrBi3Nb2FeO12,3387,Néel,883.0,False,2
HoFe11TiH,3388,Curie,580.3333333333334,False,3
HoNi4Cu,3389,Curie,4.0,False,2
O24Nd,3390,Curie,1.0,False,1
Gd5Si3Sb,3391,Curie,164.0,False,2
MnAlGe,3392,Curie,519.0,False,2
Fe67Co33,3393,Curie,1258.0,False,1
ErAgAl,3394,Curie,14.0,False,2
HoMn6Sn4Ge2,3395,Curie,391.0,False,1
NaV6O11,3396,Curie,64.0,False,1
Y3Co13B2,3397,Curie,636.0,False,2
La3Ru,3398,Curie,5.0,False,1
SmMgSn,3399,Néel,79.33333333333333,False,6
AFePn,3400,Curie,19.666666666666668,False,3
Carex,3401,Curie,873.0,False,1
Mn4Si7,3402,Curie,40.0,False,2
Bi2CuMnO6,3403,Curie,340.0,False,2
HoCuSn,3404,Néel,8.0,False,2
NdCrGeO5,3405,Néel,2.0,False,2
La2MnNiO6,3406,Curie,254.0,False,5
Fe3Ge,3407,Curie,622.7272727272727,False,11
HoCuSi,3408,Néel,9.142857142857142,False,7
La3Co2TaO9,3409,Curie,72.0,False,1
Fe75Ta5B10Zr9Cu1,3410,Curie,446.0,False,2
DyMgSn,3411,Néel,26.428571428571427,False,7
EuSr2RuCu2O8,3412,Curie,70.0,False,4
SrFeO3,3413,Néel,131.6,False,5
mLSM,3414,Curie,302.0,False,1
Ca2Mn3O8,3415,Néel,60.0,False,2
FePd,3416,Curie,789.6666666666666,False,3
URu2Si2,3417,Néel,9.0,False,2
In6,3418,Néel,12.0,False,2
GdNiGa,3419,Curie,29.0,False,1
Pd2MnGa,3420,Curie,206.0,False,1
Co2FeO4,3421,Curie,456.5,False,2
EuIr4In2Ge4,3422,Néel,2.0,False,1
VHBr,3423,Curie,391.0,False,1
Li2Mn9Fe10O28,3424,Curie,275.0,False,1
YbCrO4,3425,Curie,25.0,False,2
Po,3426,Curie,773.0,False,2
ZnxCryAlzSe4,3427,Néel,51.0,False,6
MnO,3428,Néel,188.79661016949152,False,59
Gd71Co29,3429,Curie,166.0,False,1
PbNb2O6,3430,Curie,794.25,False,8
YCo2,3431,Curie,175.0,False,1
YbRh,3432,Curie,1.0,False,2
TbN,3433,Curie,47.333333333333336,False,3
NdNiSb3,3434,Néel,4.0,False,3
Mahendiran,3435,Curie,83.0,False,1
Ca,3436,Curie,221.88888888888889,False,18
Alm71Sps26,3437,Néel,6.0,False,1
Bakakin,3438,Curie,135.0,False,2
FeCrAlY,3439,Curie,833.0,False,1
FeTiO3,3440,Néel,245.06666666666666,False,15
LaCrSb3,3441,Curie,117.33333333333333,False,6
YMn6Ge6,3442,Néel,482.0,False,1
Mn3GaC,3443,Curie,203.0,False,2
LuFe4Al8,3444,Néel,120.0,False,2
CaSi,3445,Curie,420.0,False,1
SrRuO3,3446,Curie,156.20408163265307,False,49
DyNi2,3447,Curie,21.764705882352942,False,17
LaCaMn,3448,Curie,267.0,False,1
SrFe2As2,3449,Curie,30.5,False,2
YCo5Ga7,3450,Curie,295.0,False,2
Pyrite,3451,Néel,485.5,False,4
MnTe,3452,Néel,290.1818181818182,False,11
BiYO3,3453,Curie,923.0,False,2
Rb,3454,Curie,434.0,False,2
Gradient,3455,Curie,292.0,False,1
TbCu3Mn4O12,3456,Curie,3.0,False,1
Pc,3457,Curie,130.0,False,1
Gd55Co15Al30,3458,Curie,96.0,False,1
Oxyfluorides,3459,Curie,775.0,False,2
NdNi2Si2,3460,Néel,6.0,False,1
ErCu2Si2,3461,Néel,1.0,False,3
Nd2Fe16Ga1,3462,Curie,468.0,False,1
BiPdTe,3463,Curie,1.0,False,1
FeB,3464,Curie,809.0,False,2
Mn4Ac,3465,Curie,0.0,False,2
La2Fe11Si2,3466,Curie,199.0,False,1
CrZrSb,3467,Curie,835.0,False,1
Hexaborides,3468,Curie,900.0,False,2
Bi3Fe5O12,3469,Curie,643.0,False,2
Nd6Fe11Al3,3470,Néel,157.5,False,2
La7Os4C9,3471,Curie,7.0,False,1
GaFeO3,3472,Curie,233.41666666666666,False,12
Mo,3473,Curie,342.0625,False,32
SnMn2O4,3474,Curie,46.0,False,1
GdB6,3475,Néel,17.0,False,3
MgV2O4,3476,Néel,13.0,False,2
Cr79Fe21,3477,Curie,70.0,False,3
Co2B,3478,Curie,433.0,False,1
Co23Zr6,3479,Curie,463.0,False,1
DyCo5Ga7,3480,Curie,296.0,False,2
Dhapewada,3481,Curie,656.3333333333334,False,3
EuFe4Sb12,3482,Curie,88.0,False,1
Y2CoMnO6,3483,Curie,66.75,False,8
Gd2C2Br2,3484,Néel,40.0,False,1
PuPt3,3485,Néel,40.0,False,1
Gd7NiPd2,3486,Curie,294.4,False,5
Sr3Fe2TeO9,3487,Néel,360.0,False,8
Fe2Al2Si3O12,3488,Néel,7.0,False,1
Gd80B20,3489,Curie,292.0,False,2
C60Hx,3490,Curie,300.0,False,1
V3Si,3491,Curie,17.0,False,1
Halides,3492,Néel,645.0,False,1
GdB18Si5,3493,Néel,3.0,False,1
UPd2In,3494,Néel,20.0,False,3
FeNiO,3495,Néel,523.0,False,2
xCoFe2O4,3496,Curie,790.0,False,1
Tb2Cu2Cd,3497,Curie,44.0,False,4
CeAu4Si2,3498,Curie,5.0,False,2
RFe2O4,3499,Néel,230.0,False,1
Fe88Co2Zr10,3500,Curie,141.0,False,2
Tb3Co29Si4B10,3501,Curie,195.0,False,1
GdCuSi,3502,Néel,14.0,False,3
Gd5Sn2Si2,3503,Curie,165.0,False,3
NdMnSi,3504,Néel,564.0,False,3
Worming,3505,Curie,773.0,False,1
CeRhSb,3506,Néel,3.0,False,1
Gd6Ta4Al43,3507,Néel,10.0,False,3
TmCo4Al,3508,Curie,511.0,False,1
Ca3Ru2O7,3509,Curie,137.5,False,4
Tb5Si4,3510,Curie,225.0,False,3
Ho2RhSi3,3511,Néel,5.0,False,1
DyPO4,3512,Curie,3.0,False,1
Pz36,3513,Curie,623.0,False,1
SbF6,3514,Néel,8.0,False,1
